pair,total_responses,odd_responses,odd_responses/total_responses,complete,candidates
696,10000,3719,0.3719000000,0,35832
697,10000,3751,0.3751000000,0,37147
698,10000,3784,0.3784000000,0,35222
699,10000,3741,0.3741000000,0,34229
700,10000,3802,0.3802000000,0,40452
701,10000,3740,0.3740000000,0,37725
702,10000,3865,0.3865000000,0,37796
703,10000,3797,0.3797000000,0,35789
704,10000,3746,0.3746000000,0,35715
705,10000,3757,0.3757000000,0,33229
706,10000,3831,0.3831000000,0,34721
707,10000,3860,0.3860000000,0,39627
708,10000,3754,0.3754000000,0,35309
709,10000,3722,0.3722000000,0,41071
710,10000,3861,0.3861000000,0,35462
711,10000,3764,0.3764000000,0,41340
712,10000,3680,0.3680000000,0,43492
713,10000,3768,0.3768000000,0,38661
714,10000,3868,0.3868000000,0,38732
715,10000,3784,0.3784000000,0,41562
716,10000,3748,0.3748000000,0,36649
717,10000,3794,0.3794000000,0,36104
718,10000,3727,0.3727000000,0,40417
719,10000,3843,0.3843000000,0,37493
720,10000,3733,0.3733000000,0,38864
721,10000,3730,0.3730000000,0,46195
722,10000,3697,0.3697000000,0,33680
723,10000,3808,0.3808000000,0,40273
724,10000,3763,0.3763000000,0,34983
725,10000,3771,0.3771000000,0,36534
726,10000,3734,0.3734000000,0,34802
727,10000,3795,0.3795000000,0,34924
728,10000,3749,0.3749000000,0,38495
729,10000,3759,0.3759000000,0,37993
730,10000,3767,0.3767000000,0,33439
731,10000,3748,0.3748000000,0,36174
732,10000,3726,0.3726000000,0,32577
733,10000,3731,0.3731000000,0,39214
734,10000,3766,0.3766000000,0,37771
735,10000,3725,0.3725000000,0,36066
736,10000,3746,0.3746000000,0,38046
737,10000,3786,0.3786000000,0,37022
738,10000,3788,0.3788000000,0,36937
739,10000,3786,0.3786000000,0,36707
740,10000,3738,0.3738000000,0,40896
741,10000,3718,0.3718000000,0,34533
742,10000,3832,0.3832000000,0,35461
743,10000,3778,0.3778000000,0,41174
744,10000,3697,0.3697000000,0,34614
745,10000,3732,0.3732000000,0,33274
746,10000,3820,0.3820000000,0,35408
747,10000,3704,0.3704000000,0,34577
748,10000,3740,0.3740000000,0,42765
749,10000,3784,0.3784000000,0,37734
750,10000,3749,0.3749000000,0,41580
751,10000,3833,0.3833000000,0,38629
752,10000,3812,0.3812000000,0,37872
753,10000,3673,0.3673000000,0,38676
754,10000,3672,0.3672000000,0,37043
755,10000,3710,0.3710000000,0,49446
756,10000,3742,0.3742000000,0,37926
757,10000,3772,0.3772000000,0,33839
758,10000,3772,0.3772000000,0,33558
759,10000,3786,0.3786000000,0,39052
760,10000,3822,0.3822000000,0,37002
761,10000,3772,0.3772000000,0,38236
762,10000,3762,0.3762000000,0,47351
763,10000,3694,0.3694000000,0,37862
764,10000,3732,0.3732000000,0,40433
765,10000,3786,0.3786000000,0,35477
766,10000,3755,0.3755000000,0,33134
767,10000,3711,0.3711000000,0,35638
768,10000,3760,0.3760000000,0,38025
769,10000,3778,0.3778000000,0,35439
770,10000,3779,0.3779000000,0,35711
771,10000,3664,0.3664000000,0,37918
772,10000,3761,0.3761000000,0,36493
773,10000,3774,0.3774000000,0,40590
774,10000,3727,0.3727000000,0,37067
775,10000,3683,0.3683000000,0,39072
776,10000,3722,0.3722000000,0,37767
777,10000,3803,0.3803000000,0,33155
778,10000,3723,0.3723000000,0,36222
779,10000,3837,0.3837000000,0,36408
780,10000,3710,0.3710000000,0,35827
781,10000,3737,0.3737000000,0,37514
782,10000,3789,0.3789000000,0,35196
783,10000,3691,0.3691000000,0,34675
784,10000,3780,0.3780000000,0,35072
785,10000,3743,0.3743000000,0,34473
786,10000,3714,0.3714000000,0,38337
787,10000,3667,0.3667000000,0,36167
788,10000,3788,0.3788000000,0,45666
789,10000,3739,0.3739000000,0,37376
790,10000,3722,0.3722000000,0,36025
791,10000,3741,0.3741000000,0,48500
792,10000,3739,0.3739000000,0,42395
793,10000,3775,0.3775000000,0,34121
794,10000,3762,0.3762000000,0,33669
795,10000,3694,0.3694000000,0,35218
796,10000,3735,0.3735000000,0,41566
797,10000,3793,0.3793000000,0,36683
798,10000,3770,0.3770000000,0,36072
799,10000,3712,0.3712000000,0,38931
800,10000,3777,0.3777000000,0,34855
801,10000,3729,0.3729000000,0,42010
802,10000,3746,0.3746000000,0,41378
803,10000,3697,0.3697000000,0,39231
804,10000,3715,0.3715000000,0,39166
805,10000,3680,0.3680000000,0,37181
806,10000,3766,0.3766000000,0,34306
807,10000,3790,0.3790000000,0,39819
808,10000,3756,0.3756000000,0,35635
809,10000,3763,0.3763000000,0,36546
810,10000,3764,0.3764000000,0,34230
811,10000,3707,0.3707000000,0,43036
812,10000,3766,0.3766000000,0,35691
813,10000,3889,0.3889000000,0,36239
814,10000,3749,0.3749000000,0,36786
815,10000,3742,0.3742000000,0,34764
816,10000,3738,0.3738000000,0,37055
817,10000,3737,0.3737000000,0,33916
818,10000,3805,0.3805000000,0,36702
819,10000,3758,0.3758000000,0,39227
820,10000,3826,0.3826000000,0,33385
821,10000,3714,0.3714000000,0,33830
822,10000,3744,0.3744000000,0,38031
823,10000,3695,0.3695000000,0,38682
824,10000,3698,0.3698000000,0,37149
825,10000,3778,0.3778000000,0,35187
826,10000,3754,0.3754000000,0,38545
827,10000,3657,0.3657000000,0,35425
828,10000,3739,0.3739000000,0,39334
829,10000,3781,0.3781000000,0,39011
830,10000,3763,0.3763000000,0,41233
831,10000,3789,0.3789000000,0,32879
832,10000,3823,0.3823000000,0,36537
833,10000,3671,0.3671000000,0,37761
834,10000,3723,0.3723000000,0,44719
835,10000,3726,0.3726000000,0,37259
836,10000,3747,0.3747000000,0,38184
837,10000,3719,0.3719000000,0,34091
838,10000,3806,0.3806000000,0,36331
839,10000,3784,0.3784000000,0,35140
840,10000,3719,0.3719000000,0,40370
841,10000,3859,0.3859000000,0,33562
842,10000,3747,0.3747000000,0,41919
843,10000,3791,0.3791000000,0,34881
844,10000,3721,0.3721000000,0,35134
845,10000,3712,0.3712000000,0,40108
846,10000,3732,0.3732000000,0,41971
847,10000,3768,0.3768000000,0,36983
848,10000,3663,0.3663000000,0,36455
849,10000,3737,0.3737000000,0,35126
850,10000,3695,0.3695000000,0,32808
851,10000,3698,0.3698000000,0,39604
852,10000,3804,0.3804000000,0,40982
853,10000,3803,0.3803000000,0,37057
854,10000,3753,0.3753000000,0,39325
855,10000,3725,0.3725000000,0,37783
856,10000,3702,0.3702000000,0,42353
857,10000,3847,0.3847000000,0,34999
858,10000,3781,0.3781000000,0,35258
859,10000,3685,0.3685000000,0,37623
860,10000,3759,0.3759000000,0,41698
861,10000,3806,0.3806000000,0,36638
862,10000,3659,0.3659000000,0,36515
863,10000,3754,0.3754000000,0,34077
864,10000,3835,0.3835000000,0,37419
865,10000,3807,0.3807000000,0,36917
866,10000,3737,0.3737000000,0,36716
867,10000,3725,0.3725000000,0,38668
868,10000,3701,0.3701000000,0,35807
869,10000,3788,0.3788000000,0,36532
870,10000,3735,0.3735000000,0,35924
871,10000,3742,0.3742000000,0,41775
872,10000,3862,0.3862000000,0,41022
873,10000,3646,0.3646000000,0,36616
874,10000,3736,0.3736000000,0,41166
875,10000,3835,0.3835000000,0,37196
876,10000,3724,0.3724000000,0,36863
877,10000,3808,0.3808000000,0,42263
878,10000,3777,0.3777000000,0,36502
879,10000,3684,0.3684000000,0,37032
880,10000,3817,0.3817000000,0,39611
881,10000,3777,0.3777000000,0,42562
882,10000,3699,0.3699000000,0,36012
883,10000,3752,0.3752000000,0,41440
884,10000,3747,0.3747000000,0,36311
885,10000,3773,0.3773000000,0,43473
886,10000,3774,0.3774000000,0,35217
887,10000,3776,0.3776000000,0,45099
888,10000,3813,0.3813000000,0,34906
889,10000,3736,0.3736000000,0,32911
890,10000,3803,0.3803000000,0,33920
891,10000,3758,0.3758000000,0,37077
892,10000,3720,0.3720000000,0,34116
893,10000,3721,0.3721000000,0,36131
894,10000,3685,0.3685000000,0,35565
895,10000,3800,0.3800000000,0,36040
896,10000,3721,0.3721000000,0,36727
897,10000,3702,0.3702000000,0,36073
898,10000,3720,0.3720000000,0,36014
899,10000,3721,0.3721000000,0,37548
900,10000,3807,0.3807000000,0,39759
901,10000,3758,0.3758000000,0,32807
902,10000,3702,0.3702000000,0,32968
903,10000,3875,0.3875000000,0,33643
904,10000,3728,0.3728000000,0,34385
905,10000,3825,0.3825000000,0,43275
906,10000,3752,0.3752000000,0,39757
907,10000,3667,0.3667000000,0,33273
908,10000,3677,0.3677000000,0,44005
909,10000,3734,0.3734000000,0,35559
910,10000,3816,0.3816000000,0,37911
911,10000,3635,0.3635000000,0,37354
912,10000,3624,0.3624000000,0,35503
913,10000,3650,0.3650000000,0,39130
914,10000,3719,0.3719000000,0,36075
915,10000,3721,0.3721000000,0,38899
916,10000,3781,0.3781000000,0,37886
917,10000,3736,0.3736000000,0,33604
918,10000,3816,0.3816000000,0,37779
919,10000,3727,0.3727000000,0,37266
920,10000,3737,0.3737000000,0,34654
921,10000,3766,0.3766000000,0,36963
922,10000,3757,0.3757000000,0,49137
923,10000,3750,0.3750000000,0,34339
924,10000,3767,0.3767000000,0,34709
925,10000,3786,0.3786000000,0,36189
926,10000,3711,0.3711000000,0,40415
927,10000,3741,0.3741000000,0,42784
928,10000,3680,0.3680000000,0,35738
929,10000,3817,0.3817000000,0,35884
930,10000,3718,0.3718000000,0,33552
931,10000,3690,0.3690000000,0,35221
932,10000,3708,0.3708000000,0,33902
933,10000,3788,0.3788000000,0,38760
934,10000,3724,0.3724000000,0,37566
935,10000,3721,0.3721000000,0,36592
936,10000,3742,0.3742000000,0,33779
937,10000,3712,0.3712000000,0,37085
938,10000,3728,0.3728000000,0,36005
939,10000,3773,0.3773000000,0,32958
940,10000,3710,0.3710000000,0,36352
941,10000,3773,0.3773000000,0,46152
942,10000,3787,0.3787000000,0,35960
943,10000,3775,0.3775000000,0,38928
944,10000,3737,0.3737000000,0,39842
945,10000,3697,0.3697000000,0,40824
946,10000,3749,0.3749000000,0,41190
947,10000,3770,0.3770000000,0,33901
948,10000,3785,0.3785000000,0,39183
949,10000,3730,0.3730000000,0,34641
950,10000,3798,0.3798000000,0,37978
951,10000,3729,0.3729000000,0,38309
952,10000,3705,0.3705000000,0,37749
953,10000,3721,0.3721000000,0,36337
954,10000,3676,0.3676000000,0,40256
955,10000,3793,0.3793000000,0,39996
956,10000,3739,0.3739000000,0,35058
957,10000,3792,0.3792000000,0,43990
958,10000,3807,0.3807000000,0,39134
959,10000,3787,0.3787000000,0,34894
960,10000,3714,0.3714000000,0,38140
961,10000,3788,0.3788000000,0,34099
962,10000,3794,0.3794000000,0,43012
963,10000,3728,0.3728000000,0,39358
964,10000,3686,0.3686000000,0,38822
965,10000,3655,0.3655000000,0,36060
966,10000,3804,0.3804000000,0,36386
967,10000,3722,0.3722000000,0,40910
968,10000,3787,0.3787000000,0,35660
969,10000,3784,0.3784000000,0,34138
970,10000,3729,0.3729000000,0,33650
971,10000,3771,0.3771000000,0,34623
972,10000,3665,0.3665000000,0,40078
973,10000,3710,0.3710000000,0,38240
974,10000,3701,0.3701000000,0,39371
975,10000,3760,0.3760000000,0,39693
976,10000,3827,0.3827000000,0,35043
977,10000,3659,0.3659000000,0,35390
978,10000,3720,0.3720000000,0,38632
979,10000,3692,0.3692000000,0,37806
980,10000,3780,0.3780000000,0,42400
981,10000,3792,0.3792000000,0,39042
982,10000,3693,0.3693000000,0,40494
983,10000,3652,0.3652000000,0,34347
984,10000,3700,0.3700000000,0,35369
985,10000,3688,0.3688000000,0,35310
986,10000,3768,0.3768000000,0,36373
987,10000,3782,0.3782000000,0,44136
988,10000,3792,0.3792000000,0,40694
989,10000,3827,0.3827000000,0,42313
990,10000,3781,0.3781000000,0,35288
991,10000,3829,0.3829000000,0,43754
992,10000,3733,0.3733000000,0,33656
993,10000,3773,0.3773000000,0,35759
994,10000,3742,0.3742000000,0,33874
995,10000,3729,0.3729000000,0,44013
996,10000,3761,0.3761000000,0,38941
997,10000,3737,0.3737000000,0,37362
998,10000,3754,0.3754000000,0,33345
999,10000,3632,0.3632000000,0,37746
